id,node_id,forecast_timestamp,generated_at,horizon_hour,predicted_congestion,risk_level,temp_c,weather_condition,scheduled_trips,top_positive_factors,top_negative_factors,shap_base_value
2401,MAA_CENTRAL_STATION,2026-09-23T21:00:00,2026-09-23T20:00:00,1,75.2,HIGH,29.6,Sunny & Warm,12,"[{""feature_key"": ""lag_168"", ""feature_name"": ""Same Time Last Week Congestion"", ""feature_value"": 78.3, ""shap_value"": 12.78, ""impact"": 12.78}, {""feature_key"": ""lag_1"", ""feature_name"": ""Recent Congestion (1h ago)"", ""feature_value"": 98.5, ""shap_value"": 3.97, ""impact"": 3.97}, {""feature_key"": ""lag_foot_24"", ""feature_name"": ""Yesterday's Foot-Traffic"", ""feature_value"": 9565.0, ""shap_value"": 2.18, ""impact"": 2.18}, {""feature_key"": ""lag_foot_1"", ""feature_name"": ""Recent Foot-Traffic (1h ago)"", ""feature_value"": 13620.0, ""shap_value"": 1.32, ""impact"": 1.32}, {""feature_key"": ""temp_c"", ""feature_name"": ""Ambient Temperature"", ""feature_value"": 29.6, ""shap_value"": 0.76, ""impact"": 0.76}]","[{""feature_key"": ""hour_cos"", ""feature_name"": ""Time of Day (Diurnal Cycle)"", ""feature_value"": 0.71, ""shap_value"": -1.21, ""impact"": -1.21}, {""feature_key"": ""hour_sin"", ""feature_name"": ""Time of Day (Peak Window)"", ""feature_value"": -0.71, ""shap_value"": -1.06, ""impact"": -1.06}, {""feature_key"": ""scheduled_trips"", ""feature_name"": ""Transit Dispatch Frequency"", ""feature_value"": 12.0, ""shap_value"": -1.01, ""impact"": -1.01}, {""feature_key"": ""lag_3"", ""feature_name"": ""Short-term Congestion (3h ago)"", ""feature_value"": 98.5, ""shap_value"": -0.87, ""impact"": -0.87}, {""feature_key"": ""transit_pressure_ratio"", ""feature_name"": ""Transit Demand-to-Supply Ratio"", ""feature_value"": 5.39, ""shap_value"": -0.86, ""impact"": -0.86}]",60.24
2402,MAA_CENTRAL_STATION,2026-09-23T22:00:00,2026-09-23T20:00:00,2,43.1,MODERATE,26.8,Sunny & Warm,12,"[{""feature_key"": ""lag_1"", ""feature_name"": ""Recent Congestion (1h ago)"", ""feature_value"": 75.2, ""shap_value"": 2.23, ""impact"": 2.23}, {""feature_key"": ""lag_foot_1"", ""feature_name"": ""Recent Foot-Traffic (1h ago)"", ""feature_value"": 9024.0, ""shap_value"": 0.71, ""impact"": 0.71}, {""feature_key"": ""dow_cos"", ""feature_name"": ""Day of Week Alignment"", ""feature_value"": -0.22, ""shap_value"": 0.16, ""impact"": 0.16}, {""feature_key"": ""lag_2"", ""feature_name"": ""Short-term Congestion (2h ago)"", ""feature_value"": 98.5, ""shap_value"": 0.11, ""impact"": 0.11}, {""feature_key"": ""roll_mean_3h"", ""feature_name"": ""3-Hour Moving Congestion Trend"", ""feature_value"": 90.73, ""shap_value"": 0.09, ""impact"": 0.09}]","[{""feature_key"": ""lag_168"", ""feature_name"": ""Same Time Last Week Congestion"", ""feature_value"": 58.8, ""shap_value"": -5.34, ""impact"": -5.34}, {""feature_key"": ""hour_cos"", ""feature_name"": ""Time of Day (Diurnal Cycle)"", ""feature_value"": 0.87, ""shap_value"": -3.85, ""impact"": -3.85}, {""feature_key"": ""temp_c"", ""feature_name"": ""Ambient Temperature"", ""feature_value"": 26.8, ""shap_value"": -1.57, ""impact"": -1.57}, {""feature_key"": ""lag_3"", ""feature_name"": ""Short-term Congestion (3h ago)"", ""feature_value"": 98.5, ""shap_value"": -1.28, ""impact"": -1.28}, {""feature_key"": ""hour_sin"", ""feature_name"": ""Time of Day (Peak Window)"", ""feature_value"": -0.5, ""shap_value"": -1.21, ""impact"": -1.21}]",60.24
2403,MAA_CENTRAL_STATION,2026-09-23T23:00:00,2026-09-23T20:00:00,3,22.2,LOW,26.4,Sunny & Warm,12,"[{""feature_key"": ""lag_foot_1"", ""feature_name"": ""Recent Foot-Traffic (1h ago)"", ""feature_value"": 5172.0, ""shap_value"": 0.41, ""impact"": 0.41}, {""feature_key"": ""tourist_weight"", ""feature_name"": ""Tourist Landmark Dominance"", ""feature_value"": 0.65, ""shap_value"": 0.09, ""impact"": 0.09}, {""feature_key"": ""transit_weight"", ""feature_name"": ""Transit Commuter Dominance"", ""feature_value"": 0.9, ""shap_value"": 0.06, ""impact"": 0.06}, {""feature_key"": ""lag_2"", ""feature_name"": ""Short-term Congestion (2h ago)"", ""feature_value"": 75.2, ""shap_value"": 0.03, ""impact"": 0.03}, {""feature_key"": ""dow_cos"", ""feature_name"": ""Day of Week Alignment"", ""feature_value"": -0.22, ""shap_value"": 0.02, ""impact"": 0.02}]","[{""feature_key"": ""lag_168"", ""feature_name"": ""Same Time Last Week Congestion"", ""feature_value"": 27.2, ""shap_value"": -22.45, ""impact"": -22.45}, {""feature_key"": ""lag_24"", ""feature_name"": ""Yesterday's Same-Hour Congestion"", ""feature_value"": 20.3, ""shap_value"": -3.0, ""impact"": -3.0}, {""feature_key"": ""hour_cos"", ""feature_name"": ""Time of Day (Diurnal Cycle)"", ""feature_value"": 0.97, ""shap_value"": -2.88, ""impact"": -2.88}, {""feature_key"": ""lag_1"", ""feature_name"": ""Recent Congestion (1h ago)"", ""feature_value"": 43.1, ""shap_value"": -2.0, ""impact"": -2.0}, {""feature_key"": ""lag_foot_24"", ""feature_name"": ""Yesterday's Foot-Traffic"", ""feature_value"": 1124.0, ""shap_value"": -1.89, ""impact"": -1.89}]",60.24
2404,MAA_CENTRAL_STATION,2026-09-24T00:00:00,2026-09-23T20:00:00,4,20.0,LOW,25.6,Humid / Overcast,8,"[{""feature_key"": ""lag_trips_24"", ""feature_name"": ""Yesterday's Scheduled Transit Trips"", ""feature_value"": 6.0, ""shap_value"": 0.22, ""impact"": 0.22}, {""feature_key"": ""capacity_baseline"", ""feature_name"": ""Station Theoretical Capacity"", ""feature_value"": 12000.0, ""shap_value"": 0.09, ""impact"": 0.09}, {""feature_key"": ""transit_weight"", ""feature_name"": ""Transit Commuter Dominance"", ""feature_value"": 0.9, ""shap_value"": 0.06, ""impact"": 0.06}, {""feature_key"": ""tourist_weight"", ""feature_name"": ""Tourist Landmark Dominance"", ""feature_value"": 0.65, ""shap_value"": 0.06, ""impact"": 0.06}]","[{""feature_key"": ""lag_168"", ""feature_name"": ""Same Time Last Week Congestion"", ""feature_value"": 28.2, ""shap_value"": -23.42, ""impact"": -23.42}, {""feature_key"": ""lag_foot_24"", ""feature_name"": ""Yesterday's Foot-Traffic"", ""feature_value"": 591.0, ""shap_value"": -4.49, ""impact"": -4.49}, {""feature_key"": ""lag_24"", ""feature_name"": ""Yesterday's Same-Hour Congestion"", ""feature_value"": 18.4, ""shap_value"": -3.01, ""impact"": -3.01}, {""feature_key"": ""lag_1"", ""feature_name"": ""Recent Congestion (1h ago)"", ""feature_value"": 22.2, ""shap_value"": -2.68, ""impact"": -2.68}, {""feature_key"": ""hour_cos"", ""feature_name"": ""Time of Day (Diurnal Cycle)"", ""feature_value"": 1.0, ""shap_value"": -2.29, ""impact"": -2.29}]",60.24
2405,MAA_CENTRAL_STATION,2026-09-24T01:00:00,2026-09-23T20:00:00,5,24.5,LOW,26.0,Humid / Overcast,8,"[{""feature_key"": ""lag_trips_24"", ""feature_name"": ""Yesterday's Scheduled Transit Trips"", ""feature_value"": 6.0, ""shap_value"": 0.26, ""impact"": 0.26}, {""feature_key"": ""lag_3"", ""feature_name"": ""Short-term Congestion (3h ago)"", ""feature_value"": 43.1, ""shap_value"": 0.23, ""impact"": 0.23}, {""feature_key"": ""transit_weight"", ""feature_name"": ""Transit Commuter Dominance"", ""feature_value"": 0.9, ""shap_value"": 0.06, ""impact"": 0.06}, {""feature_key"": ""tourist_weight"", ""feature_name"": ""Tourist Landmark Dominance"", ""feature_value"": 0.65, ""shap_value"": 0.06, ""impact"": 0.06}, {""feature_key"": ""roll_mean_6h"", ""feature_name"": ""6-Hour Moving Congestion Trend"", ""feature_value"": 59.58, ""shap_value"": 0.06, ""impact"": 0.06}]","[{""feature_key"": ""lag_168"", ""feature_name"": ""Same Time Last Week Congestion"", ""feature_value"": 30.0, ""shap_value"": -21.47, ""impact"": -21.47}, {""feature_key"": ""lag_1"", ""feature_name"": ""Recent Congestion (1h ago)"", ""feature_value"": 20.0, ""shap_value"": -2.91, ""impact"": -2.91}, {""feature_key"": ""lag_foot_24"", ""feature_name"": ""Yesterday's Foot-Traffic"", ""feature_value"": 799.0, ""shap_value"": -2.91, ""impact"": -2.91}, {""feature_key"": ""hour_cos"", ""feature_name"": ""Time of Day (Diurnal Cycle)"", ""feature_value"": 0.97, ""shap_value"": -2.12, ""impact"": -2.12}, {""feature_key"": ""lag_24"", ""feature_name"": ""Yesterday's Same-Hour Congestion"", ""feature_value"": 25.0, ""shap_value"": -2.07, ""impact"": -2.07}]",60.24
2406,MAA_CENTRAL_STATION,2026-09-24T02:00:00,2026-09-23T20:00:00,6,26.4,LOW,24.6,Humid / Overcast,8,"[{""feature_key"": ""lag_trips_24"", ""feature_name"": ""Yesterday's Scheduled Transit Trips"", ""feature_value"": 6.0, ""shap_value"": 0.27, ""impact"": 0.27}, {""feature_key"": ""lag_3"", ""feature_name"": ""Short-term Congestion (3h ago)"", ""feature_value"": 22.2, ""shap_value"": 0.2, ""impact"": 0.2}, {""feature_key"": ""roll_mean_6h"", ""feature_name"": ""6-Hour Moving Congestion Trend"", ""feature_value"": 47.25, ""shap_value"": 0.12, ""impact"": 0.12}, {""feature_key"": ""temp_c"", ""feature_name"": ""Ambient Temperature"", ""feature_value"": 24.6, ""shap_value"": 0.07, ""impact"": 0.07}, {""feature_key"": ""tourist_weight"", ""feature_name"": ""Tourist Landmark Dominance"", ""feature_value"": 0.65, ""shap_value"": 0.07, ""impact"": 0.07}]","[{""feature_key"": ""lag_168"", ""feature_name"": ""Same Time Last Week Congestion"", ""feature_value"": 34.9, ""shap_value"": -18.19, ""impact"": -18.19}, {""feature_key"": ""lag_foot_24"", ""feature_name"": ""Yesterday's Foot-Traffic"", ""feature_value"": 812.0, ""shap_value"": -4.09, ""impact"": -4.09}, {""feature_key"": ""lag_1"", ""feature_name"": ""Recent Congestion (1h ago)"", ""feature_value"": 24.5, ""shap_value"": -2.89, ""impact"": -2.89}, {""feature_key"": ""lag_24"", ""feature_name"": ""Yesterday's Same-Hour Congestion"", ""feature_value"": 25.3, ""shap_value"": -2.4, ""impact"": -2.4}, {""feature_key"": ""hour_cos"", ""feature_name"": ""Time of Day (Diurnal Cycle)"", ""feature_value"": 0.87, ""shap_value"": -1.87, ""impact"": -1.87}]",60.24
2407,MAA_CENTRAL_STATION,2026-09-24T03:00:00,2026-09-23T20:00:00,7,37.6,MODERATE,24.9,Monsoon Downpour,8,"[{""feature_key"": ""weather_transit_surge"", ""feature_name"": ""Rainfall Transit Inflow Surge"", ""feature_value"": 1.44, ""shap_value"": 3.38, ""impact"": 3.38}, {""feature_key"": ""precip_mm"", ""feature_name"": ""Rainfall Intensity"", ""feature_value"": 12.63, ""shap_value"": 2.44, ""impact"": 2.44}, {""feature_key"": ""weather_tourism_suppression"", ""feature_name"": ""Weather Tourist Dampening Index"", ""feature_value"": 1.17, ""shap_value"": 1.29, ""impact"": 1.29}, {""feature_key"": ""is_rain"", ""feature_name"": ""Rain Weather Friction"", ""feature_value"": 1.0, ""shap_value"": 0.44, ""impact"": 0.44}, {""feature_key"": ""roll_mean_6h"", ""feature_name"": ""6-Hour Moving Congestion Trend"", ""feature_value"": 35.23, ""shap_value"": 0.39, ""impact"": 0.39}]","[{""feature_key"": ""lag_168"", ""feature_name"": ""Same Time Last Week Congestion"", ""feature_value"": 26.9, ""shap_value"": -21.48, ""impact"": -21.48}, {""feature_key"": ""lag_1"", ""feature_name"": ""Recent Congestion (1h ago)"", ""feature_value"": 26.4, ""shap_value"": -2.36, ""impact"": -2.36}, {""feature_key"": ""lag_foot_24"", ""feature_name"": ""Yesterday's Foot-Traffic"", ""feature_value"": 937.0, ""shap_value"": -2.32, ""impact"": -2.32}, {""feature_key"": ""lag_24"", ""feature_name"": ""Yesterday's Same-Hour Congestion"", ""feature_value"": 29.3, ""shap_value"": -1.28, ""impact"": -1.28}, {""feature_key"": ""hour_cos"", ""feature_name"": ""Time of Day (Diurnal Cycle)"", ""feature_value"": 0.71, ""shap_value"": -1.27, ""impact"": -1.27}]",60.24
2408,MAA_CENTRAL_STATION,2026-09-24T04:00:00,2026-09-23T20:00:00,8,44.1,MODERATE,27.2,Monsoon Downpour,8,"[{""feature_key"": ""weather_transit_surge"", ""feature_name"": ""Rainfall Transit Inflow Surge"", ""feature_value"": 1.44, ""shap_value"": 2.94, ""impact"": 2.94}, {""feature_key"": ""precip_mm"", ""feature_name"": ""Rainfall Intensity"", ""feature_value"": 13.93, ""shap_value"": 2.89, ""impact"": 2.89}, {""feature_key"": ""weather_tourism_suppression"", ""feature_name"": ""Weather Tourist Dampening Index"", ""feature_value"": 1.17, ""shap_value"": 1.42, ""impact"": 1.42}, {""feature_key"": ""roll_mean_6h"", ""feature_name"": ""6-Hour Moving Congestion Trend"", ""feature_value"": 28.97, ""shap_value"": 0.52, ""impact"": 0.52}, {""feature_key"": ""is_rain"", ""feature_name"": ""Rain Weather Friction"", ""feature_value"": 1.0, ""shap_value"": 0.47, ""impact"": 0.47}]","[{""feature_key"": ""lag_168"", ""feature_name"": ""Same Time Last Week Congestion"", ""feature_value"": 32.5, ""shap_value"": -19.05, ""impact"": -19.05}, {""feature_key"": ""lag_1"", ""feature_name"": ""Recent Congestion (1h ago)"", ""feature_value"": 37.6, ""shap_value"": -2.21, ""impact"": -2.21}, {""feature_key"": ""lag_foot_24"", ""feature_name"": ""Yesterday's Foot-Traffic"", ""feature_value"": 1029.0, ""shap_value"": -1.77, ""impact"": -1.77}, {""feature_key"": ""lag_24"", ""feature_name"": ""Yesterday's Same-Hour Congestion"", ""feature_value"": 28.9, ""shap_value"": -1.01, ""impact"": -1.01}, {""feature_key"": ""hour_cos"", ""feature_name"": ""Time of Day (Diurnal Cycle)"", ""feature_value"": 0.5, ""shap_value"": -0.8, ""impact"": -0.8}]",60.24
2409,MAA_CENTRAL_STATION,2026-09-24T05:00:00,2026-09-23T20:00:00,9,45.1,MODERATE,25.6,Monsoon Downpour,12,"[{""feature_key"": ""precip_mm"", ""feature_name"": ""Rainfall Intensity"", ""feature_value"": 9.92, ""shap_value"": 3.04, ""impact"": 3.04}, {""feature_key"": ""weather_transit_surge"", ""feature_name"": ""Rainfall Transit Inflow Surge"", ""feature_value"": 1.44, ""shap_value"": 2.95, ""impact"": 2.95}, {""feature_key"": ""weather_tourism_suppression"", ""feature_name"": ""Weather Tourist Dampening Index"", ""feature_value"": 1.17, ""shap_value"": 1.29, ""impact"": 1.29}, {""feature_key"": ""lag_foot_1"", ""feature_name"": ""Recent Foot-Traffic (1h ago)"", ""feature_value"": 5292.0, ""shap_value"": 0.93, ""impact"": 0.93}, {""feature_key"": ""hour_sin"", ""feature_name"": ""Time of Day (Peak Window)"", ""feature_value"": 0.97, ""shap_value"": 0.68, ""impact"": 0.68}]","[{""feature_key"": ""lag_168"", ""feature_name"": ""Same Time Last Week Congestion"", ""feature_value"": 29.5, ""shap_value"": -20.77, ""impact"": -20.77}, {""feature_key"": ""lag_1"", ""feature_name"": ""Recent Congestion (1h ago)"", ""feature_value"": 44.1, ""shap_value"": -1.62, ""impact"": -1.62}, {""feature_key"": ""lag_24"", ""feature_name"": ""Yesterday's Same-Hour Congestion"", ""feature_value"": 28.4, ""shap_value"": -1.32, ""impact"": -1.32}, {""feature_key"": ""lag_foot_24"", ""feature_name"": ""Yesterday's Foot-Traffic"", ""feature_value"": 1575.0, ""shap_value"": -0.85, ""impact"": -0.85}, {""feature_key"": ""transit_pressure_ratio"", ""feature_name"": ""Transit Demand-to-Supply Ratio"", ""feature_value"": 5.44, ""shap_value"": -0.6, ""impact"": -0.6}]",60.24
2410,MAA_CENTRAL_STATION,2026-09-24T06:00:00,2026-09-23T20:00:00,10,68.3,HIGH,28.9,Monsoon Downpour,12,"[{""feature_key"": ""weather_transit_surge"", ""feature_name"": ""Rainfall Transit Inflow Surge"", ""feature_value"": 1.44, ""shap_value"": 4.31, ""impact"": 4.31}, {""feature_key"": ""lag_foot_24"", ""feature_name"": ""Yesterday's Foot-Traffic"", ""feature_value"": 4769.0, ""shap_value"": 3.31, ""impact"": 3.31}, {""feature_key"": ""precip_mm"", ""feature_name"": ""Rainfall Intensity"", ""feature_value"": 13.58, ""shap_value"": 2.79, ""impact"": 2.79}, {""feature_key"": ""hour_cos"", ""feature_name"": ""Time of Day (Diurnal Cycle)"", ""feature_value"": 0.0, ""shap_value"": 1.38, ""impact"": 1.38}, {""feature_key"": ""weather_tourism_suppression"", ""feature_name"": ""Weather Tourist Dampening Index"", ""feature_value"": 1.17, ""shap_value"": 1.15, ""impact"": 1.15}]","[{""feature_key"": ""lag_168"", ""feature_name"": ""Same Time Last Week Congestion"", ""feature_value"": 50.2, ""shap_value"": -5.07, ""impact"": -5.07}, {""feature_key"": ""lag_1"", ""feature_name"": ""Recent Congestion (1h ago)"", ""feature_value"": 45.1, ""shap_value"": -2.28, ""impact"": -2.28}, {""feature_key"": ""lag_24"", ""feature_name"": ""Yesterday's Same-Hour Congestion"", ""feature_value"": 48.0, ""shap_value"": -1.6, ""impact"": -1.6}, {""feature_key"": ""scheduled_trips"", ""feature_name"": ""Transit Dispatch Frequency"", ""feature_value"": 12.0, ""shap_value"": -0.66, ""impact"": -0.66}, {""feature_key"": ""transit_pressure_ratio"", ""feature_name"": ""Transit Demand-to-Supply Ratio"", ""feature_value"": 5.5, ""shap_value"": -0.49, ""impact"": -0.49}]",60.24
